siteID,sitename,siteNumInCensus,year,established,ts_length,cov_hours,cov_visits,cov_times,cov_notes,area,richness,territories,terr_notes,weather
263,TUPELO-CYPRESS SWAMP,761992.0,1992.0,1992.0,1,29.9,8,," (6 sunrise, 2 sunset); 14, 18, 19 May; 2, 4, 5, 9, 11 June.",11.0,24.0,67.5,245/40 ha,"Mean start temp., 199°C (range 1426°C). The mean high temperature for May was 275°C and the mean low was 16.1°C (range 9-36°C). The mean daily temperature was 21.8°C, 0.7°C below the normal daily average of 225°C. Precipitation in May was 8.0 cm, 5.4 cm below the average of 13.4 cm. Although the rain total was lower than normal, there were 15 days in May with at least some measurable precipitation."
264,MATURE DECIDUOUS-CONIFEROUS FOREST WITH,771992.0,1992.0,1991.0,2,18.6,12,," (12 sunrise); 22, 27 April; 4, 31 May; 1, 2, 5, 6, 7, 8 June; 8, 11 July.",10.2,44.0,39.5,155/ 40 ha,"Mean start temp, 143°C (range 10-20°C). April and May were drier and cooler than average; June and July were wetter and cooler than average."
29,HEMLOCK-WHITE PINE-MIXED HARDWOOD FOREST,781992.0,1992.0,1979.0,7,9.3,8,," (8 sunrise); 20, 23 May; 1, 8, 11, 13, 18, 27 June.",6.1,12.0,32.0,210/40 ha,"Mean start temp., 127°C (range 8-19°C). Temperatures during most of the count period were cooler than normal. There were extended periods of wet weather from late May to early June."
80,SUBURBAN CEMETERY,791992.0,1992.0,1978.0,13,20.0,20,," (14 sunrise); 21, 28 March; 16, 17, 21, 30 April; 2, 5, 13, 18, 22, 27 May; 3, 9, 15, 20, 27, 30 June; 9, 20 July.",15.0,21.0,74.0,197/40 ha,"Mean start temp., 17.2°C (range 9-23°C). Annual temperature was very close to average (+0.1°C as of 21 July), but two cold spells and several hot ones gave the impression of very little spring. As of 31 May, Birmingham had a rainfall deficiency of 29.0 em, but by 21 July the deficiency was 22.1 cm."
226,MATURE UPPER MIXED-CONIFEROUS,801992.0,1992.0,1985.0,8,130.8,24,," (24 sunrise); 18, 19, 21, 22,27, 28 May; 1, 2, 4, 5, 9, 10, 12, 15, 17, 18 June.",42.3,43.0,276.0,261/40 ha,"Mean start temp., 9.7°C (range 3-16°C). Conditions were generally fair with no census days lost to rain."
44,MOUNTAIN MEADOW AND OPEN CONIFEROUS FOREST,811992.0,1992.0,1981.0,11,25.5,13,," (2 sunrise, 1 sunset); 22 February; 29 April; 24 May; 6, 7, 8, 21 June; 3, 4, 5, 18, 26 July; 9 August. Maximum number of observers/visit, 3.",13.0,25.0,60.5,186/40 ha,"Mean start temp., 176°C (range 2-29°C). Generally cooler than normal."
77,MIXED HABITAT,821992.0,1992.0,1986.0,6,31.0,12,," (9 sunrise, 3 sunset); 27, 29 May; 4, 8, 10, 12, 16, 13, 22, 23, 25 June; 4 July. Maximum number of observers/visit, 3.",15.0,48.0,250.5,668/ 40 ha,"Mean start temp., 122°C (range 4-25°C)."
227,TRANSITION FOREST AND THICKET,831992.0,1992.0,1953.0,22,8.6,10,," (10 sunrise); 15, 27 May; 2, 5, 10, 13, 20, 26 June; 3, 7 July.",6.5,29.0,28.0,172/40 ha,"Mean start temp., 143°C (range 8-24°C). Temperatures were considerably lower than normal."
120,BULRUSH AND CATTAIL MARSH IN CONIFER FOREST,841992.0,1992.0,1975.0,18,24.0,8,," (5 sunrise, 3 sunset); 14 April; 16, 30, 31 May; 6, 7, 12 June; 14 July. Maximum number of observers/visit, 8.",40.5,53.0,267.0,264/40 ha,"Mean start temp, 17.0°C (range 826°C)."
47,DECIDUOUS FOREST WITH POND AND BROOK,851992.0,1992.0,1964.0,29,9.0,9,," (9 sunrise); 19, 21, 26, 28 May; 2, 4, 9, 11, 15 June. Maximum number of observers/visit, 7.",16.2,19.0,32.0,79/40 ha,"Mean start temp, 98°C (range 6-16°C)."
265,PITCH PINE-SLABROCK,861992.0,1992.0,1992.0,1,25.5,13,," (13 sunrise); 1, 12, 15, 19, 22, 28 May; 2, 7, 9, 16, 19, 23, 26 June. Maximum number of observers/visit, 3.",15.8,26.0,83.0,210/40 ha,"Mean start temp, 11.0°C (range 4-18°C). Average temperature was about normal for May and slightly below normal for June. Precipitation was 35% above normal in May and 67% above normal in June. Source: Mohonk Lake Cooperative Weather Station."
169,SUBURBAN BIRD SANCTUARY,871992.0,1992.0,1983.0,10,13.1,8,," (5 sunrise, 2 sunset); 8, 21, 26 May; 9, 10, 24, 29 June; 16 July. Maximum number of observers/ visit, 3.",10.8,25.0,58.5,217/40 ha,No data provided. Windy during one visit.
229,DISTURBED OAK-HICKORY,881992.0,1992.0,1937.0,48,21.5,8,," (1 sunrise, 3 sunset); 20 June; 2, 25, 28 july; 20, 27 August; 4, 10 September.",14.2,31.0,63.0,177/40 ha,"Mean start temp., 168°C (range 14-21°C). Cloudy, cool, and rainy. There were no clear days at the camp. It rained during four visits and there was heavy ground fog during one visit."
170,FIELD,891992.0,1992.0,1989.0,4,16.4,8,," (3 sunset); 20 April; 10, 23 May; 4, 13, 22, 27 June; 11 July.",6.6,24.0,137.0,830/ 40 ha,"Mean start temp., 173°C (range 7-22°C). Average temperature for April through July was 12.7°C (1.6°C below normal). There was a severe cold snap in mid-May. Average rainfall over the same period was 10.1 cm (3.1 cm above normal). Source: Environment Canada."
266,SHRUBBY TREES,901992.0,1992.0,1990.0,3,13.7,8,," (4 sunset); 20, 27 April; 23 May; 1, 6, 13, 28 June; 11 July.",7.3,18.0,57.5,315/40 ha,"Mean start temp., 203°C (range 11-26°C). Average temperature for April through July was 12.7°C (1.6°C below normal). There was a severe cold snap in mid-May. Average rainfall over the same period was 10.1 cm (3.1 cm above normal). Source: Environment Canada."
172,SCATTERED MIXED CONIFEROUS FOREST IN SUBALPINE,911992.0,1992.0,1973.0,20,13.6,9,," (9 sunrise); 17, 20, 22, 23, 26, 30 June; 6, 8, 11 July.",32.4,9.0,29.0,36/40 ha,"Mean start temp., 6.7°C (range 1-17°C). The total precipitation during the breeding season was 8.5 cm."
173,MIXED LOWLAND FOREST AND MEADOW WITH STREAM,921992.0,1992.0,1981.0,5,12.5,11,," (3 sunrise, 1 sunset); 6, 22, 28, 30 May; 3, 8, 9, 10, 15, 29 June; 12 July.",8.1,44.0,80.5,398/40 ha,"Mean start temp., 16.1°C (range 7-27°C). Temperatures and precipitation were near normal."
131,COASTAL FRESHWATER MARSH,931992.0,1992.0,1988.0,5,8.8,8,," (3 sunrise); 9, 17, 20, 23, 29 April; 8, 22, 27 May.",10.5,22.0,358.5,1366/40 ha,"Mean start temp., 121°C (range 615°C). This was the sixth consecutive year of below-average winter rainfall and drought, but wet-season rainfall (62.9 cm) was near the 38-yr average of 71.9 cm. Source: Audubon Canyon Ranch."
175,COASTAL RIPARIAN MARSH,941992.0,1992.0,1990.0,3,23.7,8,," (6 sunrise); 16, 28 March; 15 April; 6, 8, 22, 30 May; 14 June.",17.5,44.0,208.0,475/40 ha,"Mean start temp., 144°C (range 11-19°C). Precipitation was near the annual mean (91 cm) for only the second time in six years. Rainfall was generally later in the season than normal with exceptionally late storms in early May and late June. Wind was unusually light during April and May. Source: Point Reyes National Seashore."
176,DESERT RIPARIAN-FRESHWATER MARSH,951992.0,1992.0,1977.0,16,24.8,9,," (9 sunrise); 15, 22, 29 April; 6, 13, 20, 27 May; 3, 10 June. Maximum number of observers/visit, 4.",15.4,26.0,76.5,199/40 ha,"Mean start temp, 134°C (range 420°C)."
72,SHRUBBY SWAMP AND SEDGE HUMMOCKS,961992.0,1992.0,1965.0,26,11.8,7,," (5 sunset); 20, 27 May; 3, 9, 10, 15 june.",8.1,34.0,151.0,746/40 ha,"Mean start temp., 199°C (range 12-24°C). The average minimum and maximum temperatures at our weather station in both May (6°C, 21°C) and June (10°C, 24°C) were below our 8-yr averages and well below last year's exceptionally high figures. Precipitation in May (5.2 cm) was below average, but in June (19.1 cm) it was above average."
267,INTERTIDAL SALT MARSH,971992.0,1992.0,1992.0,1,56.5,11,," (11 sunrise); 7, 19, 22, 29 May; 2, 4, 9, 11, 18, 27 June; 1 July. Maximum number of observers/visit, 4.",40.9,13.0,54.0,53/40 ha,"Mean start temp, 17.0°C (range 12-22°C)."
55,COASTAL SCRUB,981992.0,1992.0,1971.0,18,225.5,95,," (31 sunrise, 1 sunset).",8.1,20.0,67.5,333/40 ha,"Mean temp, 16.5°C (range 329°C). The study period was preceded by a mild winter and a wet early spring, with the most rainfall since 1985. Early morning temperatures during the study period were warmer than usual, averaging 13.3°C (range 5-22°C). Total rainfall for the year (51.8 cm) was higher than the past two years, with 42% falling in February. Rain (7.2 cm) fell on 7% of the census mornings."
139,NORTHERN OAK WOODLAND,11993.0,1993.0,1990.0,4,14.0,10,," (1 sunrise); 25 March; 7, 14, 21, 28 April; 5, 12, 19, 26 May; 2June.",16.0,22.0,32.5,81/40 ha,"Mean start temp., 102°C (range 7-16°C). There was above normal rainfall continuing well into spring (late April), after five years of drought conditions."
88,RIPARIAN WOODLAND,21993.0,1993.0,1989.0,5,17.3,9,," (6 sunrise, 3 sunset); 16, 17, 24 April; 1, 10, 16, 31 May; 6, 12june.",11.7,35.0,174.0,595/40 ha,"Mean start temp., 166°C (range 12-23°C). Temperatures were near normal for the study period. Rainfall was below average following an exceptionally wet winter."
268,WESTERN SYCAMORE WOODLAND WITH SCATTERED OAKS,31993.0,1993.0,1990.0,4,53.8,14,," (13 sunrise, 1 sunset); 8, 19, 29 March; 2, 9, 18, 27 April; 2, 7, 12, 17, 22, 30 May; SJune. Maximum number of observers/ visit, 4.",15.9,37.0,116.0,292/40 ha,"Mean start temp., 11.4""C (range 7-20°C). The 6-yr drought has ended. Rainfall was 157% of normal. Temperature and cloud conditions were normal for the season."
233,WILLOW RIPARIAN WOODLAND AND EDGE,41993.0,1993.0,1992.0,2,33.0,15,," (15 sunrise); 1, 9, 24, 25, 30 March; 3, 12, 20, 29 April; 4, 11, 15, 28 May; 2, 12 June. Maximum number of observers/visit, 5.",8.1,20.0,50.5,249/ 40 ha,"Mean start temp., 113°C (range 8-14°C). The 6-yr drought in California has ended. Rainfall was 144% of normal."
269,MXED HARDWOOD POLETIMBER,51993.0,1993.0,1965.0,27,14.0,7,," (2 sunrise, 3 sunset); 6 May; 6, 9, l5, l7, 30june.",8.5,37.0,97.5,459/40 ha,"Mean start ternp., 201°C (range 1327°C). The average minimum and maximum temperatures recorded at our weather station in both May (7°C, 23°C) and june (12°C, 26°C) were closer to our 9-yr averages than last year's low figures. Precipitation in May (2.2 cm) was the lowest we have recorded for this month in nine years, but in June (10.8 cm) it was about average."
234,OAK-HARDWOOD FOREST,61993.0,1993.0,1986.0,6,26.3,12,," (9 sunrise, 3 sunset); 3, 8, 11, 13, 15, 17, 19, 20, 22, 24, 26, 30june.",158.0,24.0,87.5,222/40 ha,"Mean start temp., 148°C (range 4-27°C)."
3,SECOND-GROWTH HARDWOOD FOREST,71993.0,1993.0,1965.0,27,15.5,7,," (2 sunrise); 6 May; 5, 7, 8, 16, 17June; ljuly.",10.1,45.0,110.0,436/40 ha,"Mean start temp., 176°C (range 13-25°C). The average minimum and maximum temperatures recorded at our weather station in both May (7°C, 23°C) andjune (12°C, 26°C) were closer to our 9-yr averages than last year's low figures. Precipitation in May (2.2 cm) was the lowest we have recorded for this month in nine years, but in June (10.8 cm) it was about average."
161,CENTRAL HARDWOOD FOREST WITH SCATTERED PINE,81993.0,1993.0,1948.0,45,64.2,42,," (21 sunrise, 16 sunset); 28, 31 March; 4, 7, 8, 12, 15, 17, 18, 21, 23, 25, 28 April; 1, 2, 6, 8, 9, 10, 11, 14, 22, 23, 27, 29 May; 2, 6, 9, 11, 12, 16, 19, 20, 26, 27 June; 4July.",26.3,24.0,79.0,120/40 ha,"Mean start temp, 17.8°C (range 429°C). Some drizzle or fog during three visits."
85,MIXED UPLAND BROADLEAF FOREST,91993.0,1993.0,1959.0,35,140.6,45,," (34 sunrise, 3 sunset); 7, 8, 11, 12, 13, 17, 19, 20, 23, 24, 27, 28,29 April; 1, 3, 6, 10, 15, 17, 21, 22, 27, 30 May; 5, 9, 10, 13, 16, 23, 28, 29 june; 3, 4, 7, 11, 15, 18july.",14.2,41.0,291.5,821/40 ha,"Mean start temp., 195°C (range 4-24°C). The average temperatures in April (127°C), May (197°C), and june (241°C) were all near normal levels. The average temperature in july (284°C), was much higher than usual; it was the hottest July on record. Total precipitation for April and May was 17.8 cm; for June and july it was 7.8 cm. Source: NOAA data from National Airport."
270,MESIC HAMMOCK WITH NEEDLE PALM UNDERSTORY,101993.0,1993.0,1993.0,1,22.6,13,," (11 sunrise, 2 sunset); 8, 19 April; 2, 6, 7, 9, 22, 27, 31 May; 6, 13, 23 June; 5july.",10.5,14.0,31.0,118/40 ha,"Mean start temp., 202°C (range 11-29°C). The spring was drier than normal."
181,WHITE ALDER-BLACK LOCUST-HACKBERRY RIPARIAN,111993.0,1993.0,1991.0,3,26.1,10,," (10 sunrise); 19 May; 3, 5, 8, 14, 17, 19, 24, 25, 30 June.",5.3,17.0,24.0,181/40 ha,"Mean start temp, 11.7°C (range 9-16°C). The weather was unseasonably cool, and wetter than normal."
6,MATURE DECIDUOUS FLOODPLAIN FOREST,121993.0,1993.0,1946.0,42,78.0,26,," (15 sunrise); 6, 9, 14, 17, 20, 25, 28, 30 April; 1, 2, 6, 7, 8, 9, 10, 14, 18, 27, 31 May; 6, 12, lBJune. Maximum number of observers/visit, 4.",7.6,24.0,750.0,395/40 ha,"Mean start temp., 125°C (range 3-21°C)."
144,UPLAND TULIPTREE-MAPLE-OAK FOREST,131993.0,1993.0,1971.0,13,69.5,23,," (21 sunrise, 2 sunset); 28, 30 April; 3, 7, 8, 10, 15, 17, 19, 26 May; 1, 4, 6, 10, 12, 14, 17, 20, 23, 26, 30 June; 7, 13July.",11.9,27.0,130.5,439/ 40 ha,"Mean start temp., 168°C (range 2-29°C). Temperature and precipitation departures, respectively, from the 30-yr means for: April, -0.5°C, +1.5 cm; May, +0.9°C, -0.15 cm; June, -0.2°C, -2.82 cm;]uly, +1.8°C, -5.03 cm. Source: Baltimore-Washington International Airport."
235,MIXED UPLAND HARDWOOD FOREST I,141993.0,1993.0,1992.0,2,28.7,8,," (7 sunrise, 1 sunset); 4, 5, 18, 19, 25, 27, 30 June; ljuly.",20.9,21.0,79.5,152/40 ha,"Mean start temp., 125°C (range 6-21°C)."
236,MIXED UPLAND HARDWOOD FOREST II,151993.0,1993.0,1992.0,2,22.6,8,," (8 sunrise); 8, 18, 21, 24, 26, 30 June; 7, 9,]uly.",20.9,14.0,64.0,122/40 ha,"Mean start temp., 147°C (range 10-20°C)."
237,MIXED UPLAND HARDWOOD FOREST III,161993.0,1993.0,1992.0,2,27.6,8,," (8 sunrise); 13, 25, 27 june; 1, 2, 6, 8, 10 July.",20.9,22.0,103.5,198/40 ha,"Mean start temp., 14.8°C (range 10-20°C)."
238,MIXED UPLAND HARDWOOD FOREST IV,171993.0,1993.0,1992.0,2,26.7,8,," (8 sunrise); 10, 11, 18, 22, 26, 30 June; 2, 7July.",20.9,16.0,78.0,149/40 ha,"Mean start temp., 125°C (range 7-18°G)."
239,OLD-GROWTH WOODS AND SWAMP FOREST,181993.0,1993.0,1989.0,5,24.3,8,," (3 sunrise, 2 sunset); 10, 22, 28, 31 May; 6, 10, 13, 23 june.",28.3,46.0,208.0,294/40 ha,"Mean start temp., 203°C (range 14-26°C). May and June temperatures were somewhat below normal. There was one short period of drought (about three weeks without rain) sandwiched between periods of above average rain."
271,BOTI,191993.0,1993.0,1993.0,1,40.2,8,," (8 sunrise); 26 May; 3, 6, 12, 21 June; 10, 12, 14ju1y.",12.2,30.0,124.5,408/40 ha,"Mean start temp., 11.3°C (range 4-19°C). Mean temperatures (normal in parentheses): May, 15.0°C (15.2°C);June, 190°C (19.1°C);July, 21.9°C (23.0°C). Precipitation (normal in parentheses): May, 13.5 cm (8.3 cm);June, 27.0 cm (9.8 cm);]uly, 9.3 cm (9.5 cm). River level on each visit day (at 8:00 AM): 27.12 cm, 27.63 cm, 28.53 cm, 27.54 cm, 36.66 cm, 41.64 cm, 41.46 cm, 42.12 cm. The normal mean river level for May, June, and July is 16.35 cm. Sources: US. Weather Station, La Crosse, WI and US. Army Corps of Engineers, Mississippi River Dam 5A, Fountain City, WI."
188,MAPLE-BASSWOOD FOREST,201993.0,1993.0,1991.0,2,17.9,8,," (3 sunrise); 10, 14, 16, 21, 23 June; 2, 7, 10_]u1y.",13.4,21.0,96.0,287/40 ha,"Mean start temp., 163°C (range 11-24°C). Frequent rains, high winds, and cool temperatures occurred during the breeding season. Mean temperature for june was 158°C (normal is 179°C). Precipitation for June was 16.6 cm (normal is 10.5 cm). Source: Tamarac NWR annual report."
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,211993.0,1993.0,1989.0,5,24.5,12,," (12 sunrise); 27 April; 5, 6, 14, 15, 16, 20, 22, 24, 27, 28, 30 May.",10.0,36.0,158.0,632/40 ha,"Mean start temp., 161°C (range 11-20°C). Good conditions during visits. Most days were clear with little or no wind."
148,FLOODPLAIN FOREST,221993.0,1993.0,1977.0,17,26.0,12,," (7 sunrise); 1, 7, 8, 10, 19, 21, 25, 28, 29 May; 3, 9, 20 june. Maximum number of observers/yisit, 3.",12.6,31.0,100.5,319/ 40 ha,"All Visits were done on mornings with seasonally normal temperatures, no rain, and very little or no wind."
100,MIXED DECIDUOUS FOREST,231993.0,1993.0,1976.0,18,26.2,12,," (6 sunrise); 1, '7, 8, 10, 11, 21, 25, 27, 29 May; 3, 9, 20 June. Maximum number of observers/visit, 3.",12.6,29.0,79.5,252/40 ha,"All Visits were done on mornings with seasonally normal temperatures, no rain, and very little or no wind."
191,MATURE URBAN DECIDUOUS FOREST I,241993.0,1993.0,1987.0,7,34.3,9,," (1 sunset); 20 April; 11, 25, 28 May; 2, 11, 18, 24 June; 7 July.",10.1,25.0,70.5,279/40 ha,"Mean start temp, 196°C (range 12-24°C). Temperature for April was 12.4°C (1.1°C above average), for May it was 194°C (23°C above average), and for June it was 24.3°C (1.8°C above average). Precipitation in April was 11.7 cm (1.9 cm above average), in May it was 4.5 cm (6.0 cm below average), and in june it was 3.1 cm (5.1 cm below average)."
272,YOUNG WHITE ASH-RED MAPLE FOREST ON LAKE SHORE,251993.0,1993.0,1986.0,8,10.0,10,," (8 sunrise, 1 sunset); 21, 22, 23, 24, 25, 27, 28, 29, 30 June; ljuly.",16.2,23.0,62.0,153/40 ha,"Mean start temp., 143°C (range 10-19°C). The mean start temp. was about the same as last year, but 3.4°C lower than in 1991."
273,APPALACHIAN OAK FOREST,261993.0,1993.0,1993.0,1,21.0,8,," (6 sunrise); 25, 28 May; 2, 10, 14, 24, 30june; 6July.",10.0,25.0,70.5,282/40 ha,"Mean start temp., 179°C (range 10-24°C). Mean temperature for May was 1.0°C below normal, precipitation was 1.5 cm below normal. Mean temperature for june and early July was normal, precipitation was 2.2 cm above normal. Strong wind on final visit affected detectability."
195,MATURE BROADLEAF FOREST,271993.0,1993.0,1991.0,3,29.4,10,," (10 sunrise); 29, 30 May; 5, 6, 12, 13, 19, 20, 27 June; 3Ju1y.",16.0,26.0,104.0,260/40 ha,"Mean start temp, 166°C (range 10-22°C)."
102,RIPARIAN DECIDUOUS FOREST,281993.0,1993.0,1989.0,5,25.7,9,," (2 sunrise); 15, 22 May; 1, 6, 12, 24june; 1, 4, 11 july.",18.0,34.0,127.5,283/40 ha,"Mean start temp., 171°C (range 8-23°C). N0 temperature or moisture extremes occurred during the study period. May was generally cool and dry until the last week when rainfall increased. Early june was cool, but temperatures were normal later in the month. june was rainy and early july was warm. Source: U.S. Weather Bureau, Toledo Express Airport."
274,WPHTE OAK SAVANNAH,291993.0,1993.0,1993.0,1,17.4,8,," (3 sunset); 22 May; lSJune; 5, 6, 7, 8, 9July.",10.4,27.0,110.5,425/40 ha,"Mean start temp, 221°C (range 12-29°C). Mean temperature for May through July was very Close to the 31-yr average of 15.1°C. Precipitation was 34% (2.8 cm) above the 31-yr average of 8.2 cm. Source: Environment Canada."
275,OAK-MAPLE-POPLAR HOLLOW,301993.0,1993.0,1993.0,1,30.0,18,," (18 sunrise); 17, 18, 19, 21, 22, 23, 27 May; 2, 3, 8, 10, 16, 17, 18, 23, 24, 27, 30 june.",10.9,17.0,40.5,149/40 ha,"Mean start temp, 142°C (range 10-23°C). There was fog and drizzle during the 19 May visit."
13,OAK-MAPLE RIDGE-TOP FOREST,311993.0,1993.0,1982.0,12,24.2,11,," (11 sunrise); 29 April; 2, 11, 22, 23, 28, 30 May; 6, 19, 26 June; 14 July.",19.3,15.0,45.5,94/40 ha,"Mean start temp., 123°C (range 7-22°C)."
12,OAK-MAPLE SLOPE FOREST,321993.0,1993.0,1982.0,12,23.6,10,," (10 sunrise); 28 April; 9, 15, 21, 30 May; 8, 12, 23 June; 10, 12July.",16.9,20.0,49.0,116/40 ha,"Mean start temp., 160°C (range 8-23°C)."
203,SUBURBAN DECIDUOUS WOODLOT,331993.0,1993.0,1991.0,3,17.4,8,," (5 sunrise); 28 May; 7, 8, 11, 14, 16, 24June; 2July.",10.0,17.0,59.0,236/40 ha,"Mean start temp., 196°C (range 12-26°C)."
204,MATURE MESIC OAK FOREST,341993.0,1993.0,1991.0,2,38.7,14,," (12 sunrise, 2 sunset); 13, 17, 18, 19, 21, 22 June; 7, 8, 9, 11, 14 july.",10.6,19.0,75.0,283/40 ha,"Mean start temp., 212°C (range 18-29°C). June mean temperature (189°C) was near normal (183°C), as was the July mean temperature (218°C; normal 21.4°C). june precipitation (3.8 cm) was much below normal (9.5 cm) .july precipitation (10.6 cm) was slightly above normal (8.3 cm). Source: University of Rhode Island weather station, Kingston, RI."
152,UPLAND OAK-RED MAPLE FOREST,351993.0,1993.0,1990.0,4,22.2,12,," (11 sunrise, 1 sunset); 15, 29, 31 May; 12, 18, 19, 20, 26, 29 June; 1, 7, 13 july.",10.1,25.0,81.0,321/ 40 ha,"Mean start temp., 175°C (range 8-23DC). May mean temperature (149°C) was slightly above normal (13.4°C).June mean temperature (189°C) was near normal (183°C), as was the July mean temperature (218°C; normal 214°C). May precipitation (2.9 cm) was much below normal (11.0 cm), as was the June precipitation (3.8 cm; normal 95 cm).]uly precipitation (10.6 cm) was slightly above normal (8.3 cm). Source: University of Rhode Island weather station, Kingston, RI."
276,VIRGIN HARDWOOD SWA,361993.0,1993.0,1979.0,7,17.8,10,," (8 sunrise); 3, 13, 17, 21, 27, 28, 31 May; 1, 3, 11 June.",8.9,20.0,138.0,620/40 ha,"Mean start temp, 193°C (range 16-24°C). Temperatures were normal. Rainfall for April through june was 18.4 cm below normal. The swamp water level dropped 99 cm during the 3-month period. Source: sanctuary records."
249,MATURE MAPLE-BEECH-BIRCH FOREST,371993.0,1993.0,1992.0,2,21.6,10,," (7 sunrise, 3 sunset); 17, 18, 19, 26, 27 May; 16, 17, 18, 22 june; 14A]uly.",10.2,13.0,78.0,306/ 40 ha,"Mean start temp, 139°C (range 10-21°C). Fog and leaf drip are frequent at this elevation and have some effect on detectability."
153,MESOPHYTIC FOREST I,381993.0,1993.0,1987.0,7,11.9,11,," (8 sunrise, 3 sunset); 23, 24, 25, 26, 29 May; 1, 2, 7, 8, 9, 11 June.",6.1,17.0,55.0,361/40 ha,"Mean start temp., 14.9°C (range 3-26QC). Precipitation was below average, and temperatures were extremely variable during the study period."
16,MESOPHYTIC FOREST II,391993.0,1993.0,1983.0,8,12.9,11,," (8 sunrise, 3 sunset); 23, 24, 25, 26, 29 May; 1, 2, 7, 8, 9, 11 June.",6.1,17.0,63.0,413/40 ha,"Mean start temp., 15.1°C (range 4-24°C). Precipitation was below average, and temperatures were extremely variable during the study period."
252,PONDEROSA PINE FOREST,401993.0,1993.0,1954.0,28,20.8,12,," (6 sunrise); 14, 22, 29 April; 7, 14, 20 May; 1, 7, 13, 19, 30 June; 3 july.",8.1,18.0,39.0,193/40 ha,"Mean start temp, 155°C (range 6-24°C). There was 50% snow cover during the first Visit."
277,LONGLEAF PINE FLATWOODS,411993.0,1993.0,1993.0,1,23.8,13,," (11 sunrise, 2 sunset); 22 March; 1, 7, 22, 29 April; 2, 5, 15, 23, 29 May; 4, 11, 12 June.",12.0,17.0,345.0,115/40 ha,"Mean start temp, 169°C (range 8-30°C). The spring was drier than normal, and the ephemeral stream was dry early."
278,MATURE LONGLEAF PINE FOREST I,421993.0,1993.0,1993.0,1,20.5,10,," (10 sunrise); 28 April; 7, 11, 21 May; 8, 15, 25, 30 june; lfijuly; 2 August.",20.0,35.0,127.0,254/40 ha,"Mean start temp, 197°C (range 13-23°C). Mean end temp., 25°C (range 18-29°C). All visits were conducted on mornings with little or no cloud cover and little or no wind."
279,MATURE LONGLEAF PINE FOREST II,431993.0,1993.0,1993.0,1,20.3,10,," (10 sunrise); 27, 30 April; 5, 12 May; 3, 14, 16, 22 June; 12, 29 july.",20.0,37.0,101.0,202/40 ha,"Mean start temp., 196°C (range 12-23OC). Mean end temp, 24°C (range 17-30°C). All visits were conducted on mornings with skies clear to partly cloudy and little or no wind."
253,CEDAR FOREST,441993.0,1993.0,1992.0,2,23.0,11,," (8 sunrise, 3 sunset); 17, 20, 21, 31 May; 2, 4, 27, 28, 29 June.",12.3,27.0,39.5,128/40 ha,"Mean start temp, 14.6°C (range 11-21°C). Temperatures were cooler than in 1992. Precipitation was higher than in 1992."
254,OLD-GROWTH FOREST,451993.0,1993.0,1992.0,2,19.4,7,," (6 sunrise, 1 sunset); 28 May; 7, 11, 21 June; 3, 6, 7,]uly.",11.3,16.0,30.0,106/40 ha,"Mean start temp., 137°C (range 8-16°C). The weather was generally cooler and wetter than last year."
255,RIPARIAN FOREST,461993.0,1993.0,1991.0,3,21.5,11,," (10 sunrise, 1 sunset); 10, 11, 12, 18, 27, 29 May; 8, 9, 17, 21 june; ljuly.",10.3,28.0,55.0,214/40 ha,"Mean start temp, 100°C (range 349°C). Temperatures were cooler than in 1992. Precipitation was higher than in 1992."
116,HEAVILY THINNED WHITE SPRUCE PLANTATION,471993.0,1993.0,1985.0,9,24.8,13,," (11 sunrise); 14, 15, 17, 21, 24, 27, 28 May; 3, 8, 15, 23, 25 june; ljuly. Maximum number of observers/visit, 8.",4.1,24.0,35.0,341/ 40 ha,"Mean start temp, 82°C (range 6-10°C). The mean May temperature in Maine was 125°C; mean June temperature was 17.2°C. Both were above long-term averages. Precipitation for both months was also above the long-term average. Source: The Guillemot, newsletter of the Sorrento Scientific Society, Bar Harbor, ME."
155,MATURE RED SPRUCE FOREST,481993.0,1993.0,1989.0,5,24.0,8,," (8 sunrise); 28 May; 5, 13, 24, 28, 30 june; 7, 10]uly.",16.0,30.0,65.5,164/ 40 ha,"Mean start temp., 11.4°C (range 5-19°C). Conditions during the six-week study period were slightly cooler and drier than long-term averages. The average daily temperature was 146°C or 1.1°C below normal. Total precipitation was 13.2 cm or 0.5 cm below the long-term average. Source: on-site instruments and the Northeast Regional Climate Center, Cornell University."
36,JACK PINE FOREST,491993.0,1993.0,1985.0,9,20.8,8,," (8 sunrise); 6, 10, 11, 12, 13, 18, 26, 27 June.",16.0,13.0,30.0,75/40 ha,"Mean start temp, 128°C (range 5-l6°C)."
39,UPLAND CHRISTMAS TREE FARM,501993.0,1993.0,1983.0,11,19.5,10,," (1 sunset); 15 April; 2, 8, 15, 23, 30 June; 7, 14, 23.]uly; 7 August.",10.7,21.0,71.5,267/40 ha,"Mean start temp, 246°C (range 15-30°C). The average daily temperatures in May (12.9°C),June (203°C), and July (209°C) were above the 57-yr averages. Precipitation in May (3.23 cm) and july (5.00 cm) was near normal, butjune precipitation (6.35 cm) was twice the normal amount. Source: Alfred Cooperative ""leather Station."
